The Verifier - November 2018. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Equipment Type,Manufacturer,Model,First Year in Use,QR/Barcode,VVPAT,Election Day Standard,Election Day Accessible,Early Voting Standard,Early Voting Accessible,Mail Ballot/Absentee Equipment,Notes on usage
"2301710005","Maine","Town of Canton (Oxford County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301710005","Maine","Town of Canton (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301710005","Maine","Town of Canton (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301710005","Maine","Town of Canton (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301710005","Maine","Town of Canton (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301717250","Maine","Town of Denmark (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301717250","Maine","Town of Denmark (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301717250","Maine","Town of Denmark (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301717250","Maine","Town of Denmark (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301717250","Maine","Town of Denmark (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301717740","Maine","Town of Dixfield (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2012","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301717740","Maine","Town of Dixfield (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301717740","Maine","Town of Dixfield (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301717740","Maine","Town of Dixfield (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301717740","Maine","Town of Dixfield (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301726910","Maine","Town of Fryeburg (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2012","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301726910","Maine","Town of Fryeburg (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301726910","Maine","Town of Fryeburg (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301726910","Maine","Town of Fryeburg (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301726910","Maine","Town of Fryeburg (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301727505","Maine","Town of Gilead (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301727505","Maine","Town of Gilead (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301727505","Maine","Town of Gilead (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301727505","Maine","Town of Gilead (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301727505","Maine","Town of Gilead (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301729710","Maine","Town of Greenwood (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301729710","Maine","Town of Greenwood (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301729710","Maine","Town of Greenwood (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301729710","Maine","Town of Greenwood (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301729710","Maine","Town of Greenwood (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301731110","Maine","Town of Hanover (Oxford County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301731110","Maine","Town of Hanover (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301731110","Maine","Town of Hanover (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301731110","Maine","Town of Hanover (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301731110","Maine","Town of Hanover (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301731670","Maine","Town of Hartford (Oxford County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301731670","Maine","Town of Hartford (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301731670","Maine","Town of Hartford (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301731670","Maine","Town of Hartford (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301731670","Maine","Town of Hartford (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301732370","Maine","Town of Hebron (Oxford County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301732370","Maine","Town of Hebron (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301732370","Maine","Town of Hebron (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301732370","Maine","Town of Hebron (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301732370","Maine","Town of Hebron (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301733315","Maine","Town of Hiram (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301733315","Maine","Town of Hiram (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301733315","Maine","Town of Hiram (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301733315","Maine","Town of Hiram (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301733315","Maine","Town of Hiram (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301739422","Maine","Lincoln Plantation (Oxford County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301739422","Maine","Lincoln Plantation (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301739422","Maine","Lincoln Plantation (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301739422","Maine","Lincoln Plantation (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301739422","Maine","Lincoln Plantation (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301741365","Maine","Town of Lovell (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301741365","Maine","Town of Lovell (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301741365","Maine","Town of Lovell (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301741365","Maine","Town of Lovell (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301741365","Maine","Town of Lovell (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301742835","Maine","Magalloway Plantation (Oxford County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301742835","Maine","Magalloway Plantation (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301742835","Maine","Magalloway Plantation (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301742835","Maine","Magalloway Plantation (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301742835","Maine","Magalloway Plantation (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301745285","Maine","Town of Mexico (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301745285","Maine","Town of Mexico (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301745285","Maine","Town of Mexico (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301745285","Maine","Town of Mexico (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301745285","Maine","Town of Mexico (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301749275","Maine","Town of Newry (Oxford County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301749275","Maine","Town of Newry (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301749275","Maine","Town of Newry (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301749275","Maine","Town of Newry (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301749275","Maine","Town of Newry (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301754000","Maine","Town of Norway (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301754000","Maine","Town of Norway (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301754000","Maine","Town of Norway (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301754000","Maine","Town of Norway (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301754000","Maine","Town of Norway (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301755960","Maine","Town of Otisfield (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2012","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301755960","Maine","Town of Otisfield (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301755960","Maine","Town of Otisfield (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301755960","Maine","Town of Otisfield (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301755960","Maine","Town of Otisfield (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"2301756310","Maine","Town of Oxford (Oxford County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"2301756310","Maine","Town of Oxford (Oxford County)","Ballot Marking Device","ES&S","ExpressVote","2016","Yes","N/A","No","Yes","No","Yes","No","",
"2301756310","Maine","Town of Oxford (Oxford County)","Internet Voting: Email","Not Applicable","Not Applicable","2010","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301756310","Maine","Town of Oxford (Oxford County)","Internet Voting: Fax","Not Applicable","Not Applicable","1996","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"2301756310","Maine","Town of Oxford (Oxford County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
